Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2556.165161
NCW29,OUT035,2252.652838
FDO11,OUT013,4510.165854
NCM31,OUT049,2183.751189
FDV35,OUT019,366.8853463
FDF58,OUT017,1085.044624
NCE43,OUT049,3341.215433
FDA02,OUT035,2560.812933
DRL37,OUT010,148.473979
FDR24,OUT018,1467.942235
FDW59,OUT049,1403.486313
FDS22,OUT049,838.8047742
FDW24,OUT017,798.1228442
FDU24,OUT035,1640.806573
FDA21,OUT027,4964.518047
FDH58,OUT027,3072.418137
FDW36,OUT018,1516.587469
FDI45,OUT027,4645.382925
FDU01,OUT018,2759.643484
FDF35,OUT027,2959.308059
FDU43,OUT019,465.2466915
FDE24,OUT019,288.7416362
FDK50,OUT049,2787.181666
FDG31,OUT045,965.9407934
FDC60,OUT045,1630.502497
FDL36,OUT013,1435.50725
FDP21,OUT013,3076.742443
FDW16,OUT045,1309.970043
FDX02,OUT017,3198.526061
FDQ58,OUT027,3979.081464
FDT51,OUT046,1718.393931
FDD59,OUT049,1382.179274
NCM42,OUT018,1674.139123
FDA57,OUT018,809.6751138
FDZ48,OUT035,1764.732064
FDE46,OUT045,2346.187686
NCZ30,OUT019,349.7126004
FDB56,OUT017,3489.640897
FDA25,OUT027,2911.990212
FDD20,OUT013,2241.173926
FDL25,OUT013,1446.401106
NCO18,OUT049,3560.724262
FDJ45,OUT017,691.5100818
FDR12,OUT035,2926.508513
NCF19,OUT010,147.687411
FDK25,OUT046,2895.679803
NCR17,OUT046,1999.434656
FDC52,OUT046,2423.632919
NCA54,OUT017,3401.07754
FDR45,OUT010,514.1197831
NCM19,OUT049,1944.716096
FDF39,OUT027,5645.522536
FDX23,OUT049,1358.35373
FDD58,OUT027,2868.726502
FDX28,OUT013,1725.021727
NCD31,OUT013,2752.619108
FDU57,OUT018,2294.211993
FDI27,OUT046,778.0998824
NCM42,OUT046,1805.433967
FDD32,OUT027,2520.128197
FDI34,OUT013,3644.235458
NCM29,OUT049,2016.838913
FDG46,OUT018,1811.714865
DRC01,OUT010,169.6380836
FDB15,OUT027,5525.302924
NCA17,OUT027,3749.800499
FDF10,OUT046,3081.540572
FDR26,OUT027,4761.569284
FDI02,OUT049,1725.731237
NCM54,OUT010,274.0865532
FDF14,OUT013,2388.978836
FDJ33,OUT010,271.6394629
FDM20,OUT035,4223.903281
FDC03,OUT027,5246.375034
NCX05,OUT046,1942.704027
NCM41,OUT027,2823.144033
NCU29,OUT010,404.1374299
FDQ59,OUT017,1317.6687
FDH46,OUT010,238.2386266
FDH09,OUT013,815.4820016
NCD06,OUT045,833.6801816
FDC15,OUT035,2511.323866
DRD37,OUT027,1777.507266
FDT28,OUT027,3595.680144
FDR28,OUT027,4314.586858
FDT38,OUT017,1341.510195
FDV34,OUT027,2291.888097
FDY52,OUT035,1018.959567
FDB34,OUT013,1492.457662
DRL23,OUT018,1535.570479
DRB24,OUT046,1959.591693
FDJ50,OUT046,1040.683153
FDQ49,OUT035,2403.068622
FDP20,OUT035,2013.066731
FDV19,OUT027,4515.069424
NCR54,OUT045,2824.194761
FDO09,OUT010,557.5909259
FDS57,OUT018,1926.538252
FDN10,OUT049,2185.026892
FDV23,OUT049,2048.098457
FDY28,OUT049,3846.694494
DRG51,OUT013,2467.019439
FDD45,OUT019,257.3913446
NCL18,OUT027,5016.913989
NCM29,OUT013,2113.627136
FDF17,OUT027,5207.083829
FDE22,OUT017,2555.629894
FDQ22,OUT017,647.2269744
FDS01,OUT013,3239.31662
FDW35,OUT027,1891.642244
FDJ33,OUT046,2055.687714
NCF54,OUT035,3222.974872
FDE09,OUT013,1378.59841
NCE06,OUT045,2688.709708
DRH49,OUT049,1289.854508
FDY43,OUT045,2613.418038
NCT05,OUT017,3820.97458
FDZ34,OUT045,3013.604452
FDL38,OUT017,1542.685737
FDZ31,OUT017,3262.968492
FDR14,OUT035,948.8054559
NCN54,OUT049,1378.670028
NCC42,OUT027,3369.080589
FDK08,OUT017,1650.107475
FDP59,OUT013,1787.777222
FDV22,OUT035,3040.533963
FDD33,OUT035,3683.326013
DRE60,OUT027,5093.135065
FDK52,OUT046,3871.878257
FDA02,OUT017,2275.568665
FDM56,OUT049,1567.493291
FDE57,OUT035,2195.841671
FDM32,OUT045,1291.725108
NCQ30,OUT027,2961.738318
FDQ27,OUT027,2684.570782
FDT60,OUT027,3021.496105
FDU43,OUT049,3991.761716
NCO55,OUT035,1709.72329
FDG02,OUT045,2677.973491
FDJ28,OUT013,3400.442364
FDP40,OUT045,1803.214241
FDJ38,OUT045,3408.064035
NCC54,OUT017,3862.012385
NCZ41,OUT046,1927.189845
FDK38,OUT019,372.1094641
FDU52,OUT013,2288.489185
FDC40,OUT046,1269.024074
NCR30,OUT017,1281.656404
NCN18,OUT017,1846.436198
FDB50,OUT035,1479.223416
FDG04,OUT013,3301.432062
FDR26,OUT035,2683.321929
NCT17,OUT018,2580.522775
FDX35,OUT027,5028.072412
FDS12,OUT046,2413.430521
NCZ29,OUT027,3340.846138
FDB38,OUT010,360.8006157
FDP12,OUT013,792.2043546
FDP22,OUT046,979.6184369
FDS26,OUT018,3613.431216
FDR52,OUT046,3094.062427
DRJ13,OUT046,2365.25216
FDU48,OUT027,3137.475191
FDE29,OUT035,1148.118704
NCT29,OUT049,1878.088626
DRK37,OUT018,3014.678933
FDK55,OUT046,1297.744244
FDR07,OUT046,1835.997056
FDO21,OUT027,5226.285006
FDK46,OUT049,4411.271493
FDB12,OUT045,1619.29014
FDT31,OUT027,4863.994451
FDJ33,OUT045,1760.622475
FDC26,OUT027,3036.255816
NCQ02,OUT045,2897.951652
FDP08,OUT010,506.1952633
FDB11,OUT027,4822.46885
FDV55,OUT013,2554.75299
FDW20,OUT049,2233.278373
NCJ18,OUT019,335.1131258
FDC41,OUT018,1019.780908
FDE14,OUT027,2847.099923
FDG35,OUT013,2929.114546
FDF45,OUT035,1037.729683
FDS19,OUT027,2484.218479
FDS58,OUT019,356.8390292
FDA26,OUT017,4230.734171
FDM32,OUT049,1420.971957
FDL45,OUT046,2178.58257
FDZ55,OUT049,2602.703247
FDY37,OUT049,2098.678245
FDO46,OUT046,2759.0368
FDQ60,OUT046,2172.216711
FDA19,OUT018,1692.126051
FDL15,OUT046,2495.374485
FDM10,OUT018,2726.173024
NCL05,OUT017,685.0024521
DRK49,OUT010,146.4197604
NCE18,OUT027,5574.713221
FDG40,OUT049,705.0324309
DRI59,OUT045,3313.67203
FDK28,OUT035,4550.855997
NCD06,OUT019,181.7164539
FDO11,OUT019,457.2876919
FDK27,OUT046,1921.504099
FDT43,OUT027,2095.687409
FDD38,OUT018,1334.849192
FDA16,OUT049,4115.332035
FDL14,OUT027,4207.782089
NCM17,OUT049,875.0193764
FDD20,OUT045,1791.309948
FDA40,OUT045,1199.618987
FDL43,OUT045,1110.311832
FDV15,OUT045,1613.402108
FDE52,OUT046,1382.289911
NCL17,OUT010,396.1015436
NCJ31,OUT045,3269.607538
FDR60,OUT045,1135.443419
NCA18,OUT035,1855.548182
FDS21,OUT027,2152.307651
FDW09,OUT035,1324.930142
FDL26,OUT035,2843.451801
FDS47,OUT018,1316.004358
FDC39,OUT046,3561.970696
FDT51,OUT035,1851.051024
FDK40,OUT035,3980.853405
NCG19,OUT045,3382.558439
FDZ07,OUT046,1069.442276
FDF08,OUT027,2679.366518
FDO04,OUT013,842.6866571
FDK41,OUT018,1245.408389
FDP15,OUT049,3816.294229
NCD43,OUT018,1490.749936
NCP18,OUT013,2489.961341
FDZ51,OUT046,1464.181318
DRH13,OUT035,1609.044547
FDF38,OUT045,661.9790778
NCI43,OUT045,797.9841351
FDM38,OUT027,2317.345353
FDS03,OUT013,1036.241983
DRJ47,OUT017,2878.362034
FDT50,OUT010,190.8133965
FDV02,OUT046,2788.718871
NCG18,OUT017,1813.710365
FDW52,OUT046,3248.610872
FDS40,OUT035,707.6346797
FDN31,OUT017,3051.314165
FDA37,OUT045,1674.89306
FDA15,OUT046,3755.719994
FDL39,OUT046,2680.242238
FDJ53,OUT045,1593.342762
FDX22,OUT013,3235.497608
NCZ42,OUT045,3318.839049
FDD56,OUT027,4513.33986
FDD40,OUT017,3330.917105
FDS50,OUT013,3816.367668
NCN14,OUT013,3244.275465
FDT15,OUT013,3089.130561
NCS18,OUT027,2849.020512
NCO26,OUT010,255.948671
FDF58,OUT018,947.5419206
NCB19,OUT013,1631.773156
FDH26,OUT017,2285.519609
DRB24,OUT027,4282.975496
FDA49,OUT018,1322.715072
FDB32,OUT045,1389.400164
FDI36,OUT017,2999.325927
NCA17,OUT010,384.6926252
FDH22,OUT013,2054.244648
NCM26,OUT018,2226.863006
FDT15,OUT027,4988.653766
FDB16,OUT018,1274.052797
NCP54,OUT027,3145.79724
FDJ36,OUT013,1705.406001
FDO28,OUT045,1672.61125
FDU09,OUT013,863.6319068
FDF29,OUT017,2159.54779
FDY08,OUT013,2014.957515
DRJ59,OUT018,727.1602684
FDT23,OUT027,2482.307161
FDU15,OUT018,675.4604903
FDT47,OUT013,1798.471267
FDI53,OUT019,435.8481122
FDR59,OUT018,3183.279177
FDD53,OUT035,704.9602
FDY51,OUT017,3138.284151
FDT04,OUT049,703.0751629
FDU51,OUT049,3075.400604
FDG14,OUT035,2747.92036
NCU06,OUT045,3792.854946
DRG25,OUT046,3072.420467
DRH49,OUT035,1188.06116
FDN15,OUT035,2009.580565
FDL43,OUT018,1051.257316
NCT18,OUT049,3666.979648
NCB31,OUT013,3677.250581
FDK57,OUT035,1887.042243
FDY04,OUT019,403.7258031
NCP54,OUT046,2149.582254
FDF41,OUT013,3650.041387
FDM01,OUT045,1626.29343
FDW03,OUT045,1742.256836
FDF28,OUT045,1690.656762
FDY37,OUT017,2493.810949
FDQ03,OUT017,3428.208518
FDP51,OUT027,2979.852777
FDJ40,OUT017,1920.173445
FDC32,OUT049,1329.581878
DRI49,OUT027,2456.503029
NCW54,OUT017,900.3094366
FDF09,OUT017,766.9831733
FDP45,OUT018,2748.868562
DRJ23,OUT018,2768.921144
FDS59,OUT017,2060.027757
FDY08,OUT046,2321.636958
FDX16,OUT049,2699.727795
FDY16,OUT018,2474.331732
FDK32,OUT035,2655.792684
FDQ22,OUT013,753.1306034
NCC31,OUT018,2577.795185
FDG58,OUT049,2464.423682
DRF48,OUT013,2954.862835
DRH36,OUT049,1134.490852
NCR30,OUT035,1447.456238
FDB03,OUT019,530.3976343
FDZ28,OUT027,3161.059958
FDR35,OUT017,3197.454457
DRD15,OUT027,4930.581075
FDJ33,OUT019,292.6168277
FDA56,OUT010,232.0300331
FDP56,OUT046,919.8197651
NCT30,OUT046,901.9888994
FDK15,OUT017,1789.056418
FDH44,OUT018,2043.506964
FDV01,OUT013,2504.632361
DRG03,OUT017,2383.77571
FDG50,OUT027,2751.103446
FDR16,OUT010,606.1542868
FDZ60,OUT046,1481.45558
DRG03,OUT045,2310.15416
FDS56,OUT018,3493.33401
FDU33,OUT045,830.2423351
DRD27,OUT035,1377.754489
FDW22,OUT046,2949.350593
DRA24,OUT045,2601.996033
FDF38,OUT049,762.382311
FDX48,OUT013,2335.990533
FDS58,OUT018,2516.553195
FDC32,OUT046,1278.297704
NCQ29,OUT045,3833.909534
DRK39,OUT018,1269.816532
NCS38,OUT017,1821.023609
DRO47,OUT013,2193.652913
DRG27,OUT027,1895.604926
FDC57,OUT027,5191.775924
FDS55,OUT046,2593.767923
NCJ06,OUT018,1804.361751
FDO01,OUT019,312.3973377
NCM55,OUT045,2731.456421
FDC52,OUT049,2548.101264
FDQ15,OUT045,1419.90325
NCT30,OUT027,1968.235531
NCR42,OUT027,1808.556933
FDD28,OUT035,811.513053
FDQ34,OUT049,1644.275566
FDZ12,OUT027,3209.952405
DRE13,OUT019,211.1936391
NCN07,OUT019,254.2270926
FDM28,OUT035,2923.734539
FDI10,OUT017,2815.911798
FDQ25,OUT013,2523.156833
FDA38,OUT010,563.0248798
DRI13,OUT049,3742.261008
FDY20,OUT027,2731.298372
NCZ53,OUT035,3086.151393
NCM31,OUT013,2699.065074
DRB01,OUT017,2762.398316
DRF37,OUT046,4081.415733
NCF42,OUT049,2974.192506
FDF16,OUT018,2282.464262
FDB41,OUT013,748.8539139
FDR34,OUT013,3960.72824
FDR15,OUT018,2351.538866
NCV42,OUT019,301.3018912
FDW51,OUT035,3446.457621
FDU36,OUT017,1813.122347
FDX60,OUT049,1258.187462
FDY03,OUT035,1808.109226
FDW55,OUT045,3976.698147
FDT01,OUT010,593.5130275
FDG58,OUT013,2492.369432
FDK21,OUT017,4788.99074
NCS41,OUT019,507.6086924
FDS10,OUT045,2682.599051
NCT53,OUT046,2606.158209
FDJ28,OUT018,2442.069886
FDX44,OUT045,1313.163361
FDT20,OUT018,667.5951215
FDO44,OUT017,1817.780083
NCX17,OUT049,3243.232028
FDY01,OUT017,2232.070451
FDJ12,OUT027,4868.058978
DRK35,OUT018,800.0998574
FDD47,OUT019,378.1974241
NCM53,OUT035,1767.930358
FDO45,OUT013,1455.514163
NCM42,OUT010,282.4622167
FDE04,OUT046,2795.565002
NCI30,OUT027,5288.180603
FDZ19,OUT013,2986.539959
FDW57,OUT013,3019.060561
FDA25,OUT013,1623.209624
FDT22,OUT046,1047.834521
FDP51,OUT013,2104.938024
FDD48,OUT027,2847.077831
FDY39,OUT035,3101.318317
FDO48,OUT010,513.9101855
FDD23,OUT027,4005.787562
DRN35,OUT027,1819.92076
FDT01,OUT035,3485.222395
FDC20,OUT010,185.3607954
DRJ35,OUT035,1240.187541
FDB32,OUT046,1413.717434
FDL24,OUT046,3247.998902
NCV42,OUT035,2229.91331
FDZ46,OUT046,1877.426842
FDC15,OUT013,2315.071076
FDD08,OUT019,164.437505
FDY50,OUT049,1341.883786
FDD36,OUT013,2188.72371
FDG57,OUT027,2072.259902
FDL21,OUT018,780.5491245
FDN16,OUT027,2775.194655
FDJ09,OUT027,1898.442535
FDS01,OUT010,462.0098799
FDV33,OUT017,4250.634468
DRE12,OUT017,1653.561672
FDR07,OUT013,1855.803376
FDP48,OUT010,407.7388091
NCB55,OUT035,900.4284787
FDQ08,OUT013,1073.502296
FDR34,OUT035,4634.516503
FDO33,OUT046,1782.743575
FDP13,OUT045,831.7868645
FDX12,OUT049,3839.261625
NCT06,OUT049,3173.14262
FDR16,OUT019,541.6074699
FDE36,OUT046,2936.879852
FDZ36,OUT049,3667.715971
FDV13,OUT045,1466.368894
NCZ17,OUT035,716.2142916
FDU56,OUT045,2606.313747
FDM09,OUT035,2900.938334
FDV02,OUT017,2744.728199
FDS34,OUT018,1547.341816
FDA11,OUT049,1366.298505
FDP09,OUT017,4321.906411
FDB29,OUT027,2852.222614
FDT19,OUT017,2889.507401
DRH15,OUT017,805.3923635
FDY38,OUT046,3459.399217
FDF14,OUT027,3928.733193
FDN48,OUT010,195.5918289
FDQ12,OUT013,3822.536788
NCJ43,OUT045,2968.463335
FDE17,OUT019,305.0601001
FDB05,OUT035,4381.481335
FDH10,OUT045,2067.914654
NCR06,OUT017,665.9129707
FDU32,OUT018,1602.89227
FDD56,OUT049,2887.591856
FDO36,OUT018,2558.620862
FDH16,OUT010,207.9739648
FDX10,OUT018,783.4222208
FDZ37,OUT017,1361.173073
FDU31,OUT010,557.6490833
DRC49,OUT049,2048.191432
FDL15,OUT045,3084.279285
FDN32,OUT019,465.4512063
DRH59,OUT027,2297.578854
NCU29,OUT049,2632.010848
FDR37,OUT019,561.9537004
FDS14,OUT018,2241.592359
FDU02,OUT027,5300.286924
FDJ08,OUT035,3121.96897
NCZ06,OUT045,3545.014239
FDO31,OUT049,1379.150451
FDH31,OUT018,1307.643597
FDS58,OUT017,2656.850966
NCA53,OUT027,1997.613613
FDF50,OUT046,3096.216644
NCW42,OUT049,3195.56671
NCQ17,OUT045,2268.100648
FDK51,OUT018,3701.927449
NCW41,OUT010,405.9854327
NCR29,OUT017,903.7474177
FDB08,OUT019,364.4870103
FDA40,OUT027,2580.520886
FDL14,OUT018,2533.217272
FDB47,OUT046,3628.469254
FDO03,OUT035,3889.02862
DRK13,OUT019,453.706829
FDX13,OUT010,538.9994557
FDF52,OUT046,3060.036628
FDT11,OUT013,2809.484974
FDB08,OUT013,2492.722698
FDQ28,OUT018,2094.637969
FDD29,OUT045,4421.251521
NCQ29,OUT027,5274.978102
NCO02,OUT013,1029.832289
FDR56,OUT010,502.4428809
NCM54,OUT049,2244.66627
FDP51,OUT035,1969.237563
FDT38,OUT013,1284.757185
FDZ20,OUT018,2818.946535
FDJ53,OUT013,1802.011637
FDX13,OUT049,4306.583704
FDP58,OUT035,3951.689397
NCK31,OUT019,159.4646867
FDA35,OUT018,1604.300354
FDV37,OUT018,2645.267725
NCO07,OUT027,4525.895873
FDA20,OUT045,2635.999135
FDZ59,OUT035,3024.774501
NCY17,OUT017,870.0193947
FDQ28,OUT035,2745.566881
FDV35,OUT017,2476.344818
FDQ36,OUT013,750.9390329
FDD34,OUT018,2697.576897
FDK51,OUT045,3872.083825
FDV31,OUT035,2462.671675
FDR04,OUT035,1494.76685
FDR14,OUT049,909.9879131
DRC36,OUT010,470.2012897
FDE39,OUT019,287.2097931
FDP57,OUT049,1790.514629
FDE57,OUT046,2127.529202
NCN18,OUT046,1607.345986
NCQ05,OUT018,2333.689738
FDW47,OUT035,2035.567665
FDV46,OUT035,2053.438528
NCP29,OUT045,1061.719774
FDE09,OUT018,1605.438913
NCU06,OUT027,5503.000696
FDT19,OUT010,512.5759346
DRF15,OUT017,2273.023898
DRI51,OUT013,2689.994103
NCX54,OUT013,1741.676181
DRE01,OUT013,4042.216361
NCB07,OUT045,2746.06845
FDU50,OUT035,1725.546242
FDG40,OUT035,675.7330974
FDW10,OUT018,2604.946998
FDX51,OUT013,2971.431355
NCP17,OUT045,1165.741031
FDP21,OUT035,2984.606905
FDL04,OUT045,1523.516747
FDV23,OUT013,2058.850645
FDF24,OUT046,1480.075013
FDH56,OUT027,3180.744176
FDB51,OUT049,977.1812608
FDI58,OUT027,2744.071373
FDR20,OUT013,941.2776267
FDC51,OUT018,1635.77999
FDB16,OUT027,2572.086712
FDE40,OUT049,998.2969781
NCM17,OUT035,803.7145922
FDU56,OUT035,2848.673977
FDS32,OUT019,303.9149637
FDX02,OUT049,3050.503379
FDT39,OUT027,3731.48535
FDE35,OUT017,949.4835242
NCI42,OUT019,432.3327381
DRL23,OUT046,1882.783773
FDA10,OUT046,1860.543733
FDA11,OUT013,1399.102193
NCM06,OUT046,2741.833491
NCT05,OUT035,4124.431329
NCQ02,OUT010,487.3019103
NCY06,OUT049,2380.987723
FDY56,OUT035,4550.431974
FDL02,OUT035,2217.136254
NCI06,OUT035,2901.443814
FDQ14,OUT045,2160.630043
FDQ12,OUT017,3362.896994
FDP36,OUT046,858.0253573
FDK21,OUT027,5416.360047
FDO40,OUT045,2684.878537
NCK54,OUT019,298.584399
FDY09,OUT018,2625.734402
NCW30,OUT049,4076.689017
NCC55,OUT027,1914.035914
FDE58,OUT018,1776.953708
FDR39,OUT013,3344.574276
FDU28,OUT049,3336.818067
FDH08,OUT017,3397.724506
FDG35,OUT045,3195.138436
FDG22,OUT049,784.4014178
FDC34,OUT035,2971.294438
FDP15,OUT018,3399.216398
FDK34,OUT010,549.4721138
FDU45,OUT035,2044.91147
FDQ04,OUT027,1893.852598
FDX22,OUT018,2679.106653
FDB45,OUT017,1747.019537
NCH43,OUT027,5052.586317
DRE60,OUT046,3809.947998
FDD17,OUT027,5470.409193
NCM54,OUT017,2065.540599
NCH55,OUT013,1855.92398
NCT06,OUT017,2774.009318
FDA48,OUT027,4902.764446
FDY58,OUT027,5542.37228
FDO25,OUT045,3306.502981
FDN50,OUT045,1495.405621
FDH35,OUT035,3118.949009
FDK09,OUT045,3955.428913
FDO16,OUT013,1573.231905
FDW11,OUT045,1056.262685
FDU47,OUT027,3478.679871
NCQ42,OUT010,257.9807056
FDK55,OUT027,2821.881562
FDN08,OUT049,1995.73601
FDT57,OUT045,3744.354937
FDJ12,OUT018,3096.265122
DRL59,OUT017,917.1794743
NCN53,OUT046,951.6437244
FDO51,OUT010,144.5119893
FDK56,OUT017,3103.988994
FDY12,OUT035,811.3287036
FDU15,OUT035,863.122089
FDQ19,OUT046,3832.373581
DRF15,OUT045,2218.190648
DRE25,OUT019,222.9457093
FDK57,OUT018,1811.283734
FDD33,OUT010,506.7297179
FDR34,OUT027,5445.170916
FDU04,OUT045,1668.874365
FDE35,OUT019,199.4031033
NCD31,OUT035,3381.189256
FDJ56,OUT035,2030.514751
NCU53,OUT046,2590.82882
FDD39,OUT035,3221.693221
NCU17,OUT019,249.8955419
FDJ20,OUT046,2142.357613
NCW41,OUT018,2477.701492
FDL52,OUT035,787.8285714
FDS39,OUT035,2219.99203
DRJ47,OUT045,2745.740416
FDP13,OUT010,143.898387
DRK39,OUT010,194.9994072
FDF28,OUT010,248.4190409
FDB09,OUT045,1526.358669
FDM51,OUT046,1470.540467
DRM49,OUT018,776.8670399
DRF23,OUT013,2700.739196
DRH01,OUT035,3018.922057
FDH12,OUT027,2756.814033
FDA28,OUT019,250.8484107
FDW37,OUT018,1328.287063
FDF02,OUT046,1797.351565
DRL37,OUT046,753.0418746
NCF43,OUT046,1985.803052
FDH08,OUT010,486.663886
FDR34,OUT019,519.3127352
NCK19,OUT049,3494.196015
NCD55,OUT018,716.8382438
FDT27,OUT049,3626.56957
FDQ57,OUT045,1856.571767
FDA47,OUT035,2704.657363
DRG15,OUT027,2243.760773
FDE05,OUT018,1966.62873
FDN46,OUT046,1673.987819
FDX27,OUT027,2774.205442
FDT51,OUT045,1598.285865
FDU33,OUT013,815.0304077
FDJ16,OUT027,2119.817305
FDD20,OUT019,307.6470126
FDT36,OUT049,728.5472439
DRF15,OUT027,3762.382576
FDN52,OUT010,197.8161823
FDC22,OUT027,5019.241882
FDX15,OUT045,2740.672724
FDT13,OUT013,3500.57822
FDU04,OUT017,1997.884291
FDU31,OUT019,420.8530368
FDW59,OUT027,2621.369472
NCO29,OUT046,2511.07033
FDL15,OUT035,2726.951297
FDI41,OUT049,2691.720125
FDQ48,OUT049,1899.141623
DRI39,OUT013,688.2444539
FDI08,OUT013,4361.818562
FDC21,OUT049,1677.141467
FDF58,OUT035,1267.021164
FDS08,OUT010,419.5574681
FDE47,OUT045,1851.747779
NCP18,OUT019,303.9704166
NCR41,OUT013,1474.35228
FDA27,OUT013,3394.981293
FDA43,OUT035,3067.862304
FDA49,OUT045,1603.68193
NCE55,OUT018,2743.464464
DRM49,OUT027,1869.808718
FDF22,OUT027,5071.173532
FDQ15,OUT018,1277.462554
NCS54,OUT017,3439.00062
NCY05,OUT013,646.567642
FDR45,OUT046,3508.153899
FDK57,OUT049,2348.048266
FDF41,OUT010,546.8512221
FDV21,OUT046,2213.345659
FDD51,OUT046,794.5612046
FDF33,OUT046,2048.046492
FDA38,OUT046,3642.693442
FDR56,OUT045,3235.601007
NCN41,OUT017,2074.304793
FDC60,OUT027,2666.722015
FDB47,OUT045,2839.149158
DRH01,OUT013,3209.439888
FDW08,OUT046,1424.24937
FDF38,OUT027,1962.694084
FDY32,OUT017,2555.778629
FDG34,OUT049,1912.468314
FDG47,OUT019,533.7261061
NCF18,OUT035,3216.193759
FDL39,OUT019,505.3880376
NCH55,OUT035,2079.089592
DRJ35,OUT049,887.3538436
FDS44,OUT035,4003.972635
DRE01,OUT018,3404.347294
FDY39,OUT013,3068.757097
FDY32,OUT018,2345.627629
FDR33,OUT027,3130.659388
NCP50,OUT049,1292.497456
FDZ47,OUT018,1506.809474
FDU57,OUT049,2611.234777
FDY44,OUT013,2910.59852
DRH59,OUT018,1037.09481
FDB03,OUT027,5585.635078
FDY46,OUT045,2538.560221
FDM39,OUT045,2551.047971
FDY36,OUT035,1211.375071
NCM55,OUT035,3139.052728
FDJ50,OUT010,207.3691161
DRL60,OUT013,2368.462541
NCJ54,OUT049,3597.213315
FDX59,OUT017,608.0370096
FDI07,OUT013,3459.423891
DRF51,OUT010,165.9849833
FDM14,OUT017,1852.762062
FDP21,OUT045,3257.724604
FDE40,OUT035,1189.335855
FDE05,OUT035,2616.866428
FDM13,OUT027,3129.70564
FDC34,OUT027,3990.691588
NCI55,OUT018,1778.155575
NCE43,OUT018,2317.923493
FDW58,OUT018,1466.24829
FDG60,OUT045,3709.442832
FDV31,OUT017,2405.358375
FDR47,OUT013,2825.926453
FDM60,OUT019,151.2484465
NCF06,OUT018,2822.654503
NCN26,OUT027,2610.666147
FDQ59,OUT049,1410.738029
FDF09,OUT046,819.0328465
NCS06,OUT017,4340.879806
FDT44,OUT046,1708.873703
FDI19,OUT017,3833.611152
FDT22,OUT017,913.6911644
NCF54,OUT027,4437.469953
DRG25,OUT045,2709.539624
FDB59,OUT017,3037.260426
FDQ37,OUT017,3547.752727
FDP56,OUT035,774.0633853
FDW44,OUT035,2583.115297
FDJ26,OUT010,502.5927379
FDU43,OUT018,2813.812975
FDW33,OUT045,1523.259961
NCX53,OUT027,3333.864974
FDN56,OUT010,399.4927512
DRF15,OUT049,2589.48635
FDO33,OUT017,1872.918929
FDZ39,OUT010,232.9805968
NCJ19,OUT017,1030.941629
FDU01,OUT035,3482.379708
FDT12,OUT035,3914.849769
NCM18,OUT018,948.0925016
FDP19,OUT017,2527.676749
NCR42,OUT049,765.6919662
FDN10,OUT046,1972.9253
FDG44,OUT017,950.7325014
FDQ10,OUT046,2788.86269
DRH13,OUT049,1528.905333
FDT52,OUT013,3884.172235
FDM56,OUT045,1842.929658
NCO43,OUT010,265.2771742
NCV29,OUT035,3084.498495
NCF06,OUT013,4310.559063
FDO50,OUT035,1491.867537
FDT59,OUT013,3843.904197
FDX40,OUT027,1875.660997
FDE50,OUT017,3411.215923
FDX51,OUT017,3071.731942
NCD30,OUT018,1496.369531
FDK15,OUT013,1754.809675
FDL12,OUT045,1234.343342
FDK46,OUT017,4388.868429
DRH49,OUT010,176.2888005
FDQ57,OUT046,2461.835877
FDY59,OUT017,1667.887932
FDO09,OUT018,3572.514856
NCG30,OUT035,1878.111049
FDM09,OUT017,2636.229836
NCN17,OUT027,2866.718254
NCS42,OUT013,1455.974998
FDD02,OUT019,296.721004
FDE34,OUT013,3377.445934
FDU38,OUT045,2713.013725
FDB33,OUT046,2580.630224
NCJ29,OUT017,1414.867508
FDZ27,OUT035,829.496565
FDI40,OUT013,1688.990756
FDG22,OUT013,754.7499107
FDT51,OUT017,1784.479571
FDF20,OUT018,2862.666478
FDV50,OUT035,1773.696355
FDT02,OUT049,786.5667694
DRC49,OUT017,2292.72107
FDF26,OUT049,2528.025005
FDV52,OUT035,1912.537011
FDX59,OUT049,762.4514035
FDV25,OUT035,4200.810831
FDW23,OUT027,1805.916293
FDE53,OUT018,1412.090325
FDA19,OUT017,2057.72361
FDH22,OUT046,1944.709795
NCO41,OUT013,1522.642423
FDX12,OUT017,4312.196711
FDF17,OUT013,2921.191101
FDS11,OUT045,3565.113195
FDR51,OUT035,2660.302472
FDT49,OUT010,224.5482315
FDC56,OUT013,1956.582399
FDR13,OUT027,2945.548031
FDQ60,OUT035,2079.805321
FDN38,OUT049,4175.18159
NCL29,OUT013,2358.749896
FDO13,OUT027,4404.168314
FDE26,OUT018,2033.214474
FDA31,OUT010,445.434941
FDX14,OUT035,1338.770263
FDA34,OUT045,3258.346132
FDF26,OUT013,2326.964882
FDE38,OUT045,2455.037269
DRI11,OUT046,2195.387227
FDQ60,OUT027,2907.382356
FDL21,OUT027,1841.65808
DRC12,OUT027,5242.0054
FDC47,OUT046,3196.971859
FDE57,OUT045,1820.985563
FDT14,OUT045,2073.620984
NCZ53,OUT046,3524.346951
FDE28,OUT018,3591.431935
FDR19,OUT035,2464.518761
NCF54,OUT019,369.3339796
